"Drug Name and FDA Appl. #","Suppl. #","Active Ingredients","Company","Approval Type","Approval Date"
"DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINER (NDA #018883)","054","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","04/23/2014"
"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","054","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","04/23/2014"
"DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINER (NDA #018883)","054","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","04/23/2014"
"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","054","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","04/23/2014"
"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","036","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","04/23/2014"
"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","036","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","04/23/2014"
"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","036","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing Change or Addition","04/23/2014"
"ADRENACLICK (NDA #020800)","024","EPINEPHRINE","AMEDRA PHARMS","Labeling Revision","04/23/2014"
"TWINJECT 0.15 (NDA #020800)","024","EPINEPHRINE","AMEDRA PHARMS","Labeling Revision","04/23/2014"
"TWINJECT 0.3 (NDA #020800)","024","EPINEPHRINE","AMEDRA PHARMS","Labeling Revision","04/23/2014"
"DIOVAN HCT (NDA #020818)","059","HYDROCHLOROTHIAZIDE; VALSARTAN","NOVARTIS","Manufacturing Change or Addition","04/23/2014"
"DEPOCYT (NDA #021041)","027","CYTARABINE","PACIRA PHARMS INC","Manufacturing Change or Addition","04/23/2014"
"DEPOCYT (NDA #021041)","028","CYTARABINE","PACIRA PHARMS INC","Manufacturing Change or Addition","04/23/2014"
"OLUX (NDA #021142)","019","CLOBETASOL PROPIONATE","DELCOR ASSET","Labeling Revision","04/23/2014"
"CLARINEX (NDA #021165)","017","DESLORATADINE","MERCK SHARP DOHME","Labeling Revision","04/23/2014"
"CLARINEX (NDA #021300)","014","DESLORATADINE","MERCK SHARP DOHME","Labeling Revision","04/23/2014"
"CLARINEX (NDA #021312)","015","DESLORATADINE","MERCK SHARP DOHME","Labeling Revision","04/23/2014"
"CLARINEX (NDA #021563)","003","DESLORATADINE","SCHERING","Labeling Revision","04/23/2014"
"BYETTA (NDA #021773)","035","EXENATIDE SYNTHETIC","ASTRAZENECA AB","Manufacturing Change or Addition","04/23/2014"
"KUVAN (NDA #022181)","013","SAPROPTERIN DIHYDROCHLORIDE","BIOMARIN PHARM","Efficacy Supplement with Clinical Data to Support","04/23/2014"
"MEMANTINE HYDROCHLORIDE (ANDA #091585)","000","MEMANTINE HYDROCHLORIDE","JUBILANT LIFE","Tentative Approval","04/23/2014"
"NIACIN (ANDA #200484)","000","NIACIN","SUN PHARMA GLOBAL","Approval","04/23/2014"
"NIACIN (ANDA #201273)","000","NIACIN","SUN PHARMA GLOBAL","Approval","04/23/2014"
"DOCETAXEL (NDA #201525)","003","DOCETAXEL","SANDOZ","Labeling Revision","04/23/2014"
"SPIRONOLACTONE (ANDA #203253)","000","SPIRONOLACTONE","JUBILANT LIFE","Approval","04/23/2014"
"NORETHINDRONE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE (ANDA #203371)","000","ETHINYL ESTRADIOL; NORETHINDRONE","FAMY CARE LTD","Approval","04/23/2014"
"JUXTAPID (NDA #203858)","005","LOMITAPIDE MESYLATE","AEGERION","Manufacturing Change or Addition","04/23/2014"
"OMTRYG (NDA #204977)","000","OMEGA-3-ACID ETHYL ESTERS","TRYGG","Approval","04/23/2014"
"DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINER (NDA #018883)","051","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","051","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINER (NDA #018883)","051","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","051","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINER (NDA #018883)","051","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER (NDA #018883)","051","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"CHEMET (NDA #019998)","018","SUCCIMER","RECORDATI RARE","Manufacturing Change or Addition","04/24/2014"
"DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","033","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","033","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER (NDA #020171)","033","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Labeling Revision","04/24/2014"
"PROVIGIL (NDA #020717)","042","MODAFINIL","CEPHALON","Manufacturing Change or Addition","04/24/2014"
"REBIF (BLA #103780)","5178","INTERFERON BETA-1A","SERONO INC","Labeling Revision","04/24/2014"
"REBIF (BLA #103780)","5179","INTERFERON BETA-1A","SERONO INC","Labeling Revision","04/24/2014"
"DESOXIMETASONE (ANDA #201005)","000","DESOXIMETASONE","VERSAPHARM INC","Approval","04/24/2014"
"BICILLIN C-R (NDA #050138)","235","PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE","KING PHARMS","Labeling Revision","04/25/2014"
"BICILLIN C-R 900/300 (NDA #050138)","235","PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE","KING PHARMS","Labeling Revision","04/25/2014"
"BICILLIN L-A (NDA #050141)","232","PENICILLIN G BENZATHINE","KING PHARMS","Labeling Revision","04/25/2014"
"TOBI (NDA #050753)","016","TOBRAMYCIN","NOVARTIS PHARMS","Labeling Revision","04/25/2014"
"TOBI PODHALER (NDA #201688)","002","TOBRAMYCIN","NOVARTIS","Labeling Revision","04/25/2014"
"ASMANEX HFA (NDA #205641)","000","MOMETASONE FUROATE","MERCK SHARP DOHME","Approval","04/25/2014"
"RISPERDAL (NDA #020272)","073","RISPERIDONE","JANSSEN PHARMS","Labeling Revision","04/28/2014"
"RISPERDAL (NDA #020588)","062","RISPERIDONE","JANSSEN PHARMS","Labeling Revision","04/28/2014"
"RISPERDAL CONSTA (NDA #021346)","051","RISPERIDONE","JANSSEN PHARMS","Labeling Revision","04/28/2014"
"RISPERDAL (NDA #021444)","048","RISPERIDONE","JANSSEN PHARMS","Labeling Revision","04/28/2014"
"ABRAXANE (NDA #021660)","039","PACLITAXEL","ABRAXIS BIOSCIENCE","Manufacturing Change or Addition","04/28/2014"
"SUBOXONE (NDA #022410)","004","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","RECKITT BENCKISER","Efficacy Supplement with Clinical Data to Support","04/28/2014"
"SUBOXONE (NDA #022410)","017","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","RECKITT BENCKISER","Labeling Revision","04/28/2014"
"SUBOXONE (NDA #022410)","018","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","RECKITT BENCKISER","Efficacy Supplement with Clinical Data to Support","04/28/2014"
"GLYDO (ANDA #201094)","000","LIDOCAINE HYDROCHLORIDE","SAGENT PHARMS","Approval","04/28/2014"
"DELZICOL (NDA #204412)","003","MESALAMINE","WARNER CHILCOTT LLC","Efficacy Supplement with Clinical Data to Support","04/28/2014"
"PURIXAN (NDA #205919)","000","MERCAPTOPURINE","NOVA LABS LTD","Approval","04/28/2014"
"ROBAXIN (NDA #011790)","050","METHOCARBAMOL","HIKMA MAPLE","Manufacturing Change or Addition","04/29/2014"
"TRECATOR (NDA #013026)","028","ETHIONAMIDE","WYETH PHARMS INC","Manufacturing Change or Addition","04/29/2014"
"CIALIS (NDA #021368)","023","TADALAFIL","LILLY","Labeling Revision","04/29/2014"
"LEVITRA (NDA #021400)","017","VARDENAFIL HYDROCHLORIDE","BAYER HLTHCARE","Labeling Revision","04/29/2014"
"INVEGA (NDA #021999)","029","PALIPERIDONE","JANSSEN PHARMS","Labeling Revision","04/29/2014"
"ZIRGAN (NDA #022211)","005","GANCICLOVIR","BAUSCH AND LOMB","Manufacturing Change or Addition","04/29/2014"
"INVEGA SUSTENNA (NDA #022264)","010","PALIPERIDONE PALMITATE","JANSSEN PHARMS","Labeling Revision","04/29/2014"
"ADCIRCA (NDA #022332)","006","TADALAFIL","ELI LILLY CO","Labeling Revision","04/29/2014"
"STAXYN (NDA #200179)","002","VARDENAFIL HYDROCHLORIDE","BAYER HLTHCARE","Labeling Revision","04/29/2014"
"STENDRA (NDA #202276)","006","AVANAFIL","VIVUS","Labeling Revision","04/29/2014"
"LUPANETA PACK (NDA #203696)","003","LEUPROLIDE ACETATE; NORETHINDRONE ACETATE","ABBVIE ENDOCRINE","Manufacturing Change or Addition","04/29/2014"
"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE (ANDA #204627)","000","CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE","PADDOCK LLC","Approval","04/29/2014"
"HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE (ANDA #204658)","000","HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE","PADDOCK LLC","Approval","04/29/2014"
"ZYKADIA (NDA #205755)","000","CERITINIB","NOVARTIS PHARMS CORP","Approval","04/29/2014"
"EPI E Z PEN JR (NDA #019430)","059","EPINEPHRINE","MYLAN SPECLT","Labeling Revision","04/30/2014"
"EPIPEN (NDA #019430)","059","EPINEPHRINE","MYLAN SPECLT","Labeling Revision","04/30/2014"
"EPIPEN E Z PEN (NDA #019430)","059","EPINEPHRINE","MYLAN SPECLT","Labeling Revision","04/30/2014"
"EPIPEN JR. (NDA #019430)","059","EPINEPHRINE","MYLAN SPECLT","Labeling Revision","04/30/2014"
"CARDENE (NDA #019734)","022","NICARDIPINE HYDROCHLORIDE","CHIESI USA INC","Manufacturing Change or Addition","04/30/2014"
"CARDENE IN 0.83% SODIUM CHLORIDE IN PLASTIC CONTAINER (NDA #019734)","022","NICARDIPINE HYDROCHLORIDE","CHIESI USA INC","Manufacturing Change or Addition","04/30/2014"
"CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINER (NDA #019734)","022","NICARDIPINE HYDROCHLORIDE","CHIESI USA INC","Manufacturing Change or Addition","04/30/2014"
"CARDENE IN 4.8% DEXTROSE IN PLASTIC CONTAINER (NDA #019734)","022","NICARDIPINE HYDROCHLORIDE","CHIESI USA INC","Manufacturing Change or Addition","04/30/2014"
"CARDENE IN 5.0% DEXTROSE IN PLASTIC CONTAINER (NDA #019734)","022","NICARDIPINE HYDROCHLORIDE","CHIESI USA INC","Manufacturing Change or Addition","04/30/2014"
"NICODERM CQ (NDA #020165)","029","NICOTINE","SANOFI AVENTIS US","Labeling Revision","04/30/2014"
"ACTIQ (NDA #020747)","040","FENTANYL CITRATE","CEPHALON","Manufacturing Change or Addition","04/30/2014"
"XENICAL (NDA #020766)","034","ORLISTAT","HOFFMANN LA ROCHE","Manufacturing Change or Addition","04/30/2014"
"ALTOPREV (NDA #021316)","031","LOVASTATIN","ANDRX LABS LLC","Labeling Revision","04/30/2014"
"BESIVANCE (NDA #022308)","008","BESIFLOXACIN HYDROCHLORIDE","BAUSCH AND LOMB","Manufacturing Change or Addition","04/30/2014"
"GILENYA (NDA #022527)","009","FINGOLIMOD","NOVARTIS","Labeling Revision","04/30/2014"
"SOLIRIS (BLA #125166)","368","ECULIZUMAB","ALEXION PHARM","Efficacy Supplement with Clinical Data to Support","04/30/2014"
"SOLIRIS (BLA #125166)","380","ECULIZUMAB","ALEXION PHARM","Labeling Revision","04/30/2014"
"ELIQUIS (NDA #202155)","007","APIXABAN","BRISTOL MYERS SQUIBB","Manufacturing Change or Addition","04/30/2014"
"INCRUSE ELLIPTA (NDA #205382)","000","UMECLIDINIUM BROMIDE","GLAXO GRP ENGLAND","Approval","04/30/2014"
"TESTIM (NDA #021454)","020","TESTOSTERONE","AUXILIUM PHARMS","Supplement","05/01/2014"
"MAXIPIME (NDA #050679)","031","CEFEPIME HYDROCHLORIDE","HOSPIRA INC","Labeling Revision","05/01/2014"
"EDURANT (NDA #202022)","007","RILPIVIRINE HYDROCHLORIDE","JANSSEN PRODS","Labeling Revision","05/01/2014"
"SYNRIBO (NDA #203585)","003","OMACETAXINE MEPESUCCINATE","IVAX INTL","Labeling Revision","05/01/2014"
"CHORIONIC GONADOTROPIN (NDA #017016)","158","GONADOTROPIN, CHORIONIC","FERRING","Manufacturing Change or Addition","05/02/2014"
"ACCUPRIL (NDA #019885)","040","QUINAPRIL HYDROCHLORIDE","PFIZER PHARMS","Labeling Revision","05/02/2014"
"ALTACE (NDA #019901)","064","RAMIPRIL","KING PHARMS","Labeling Revision","05/02/2014"
"ACCURETIC (NDA #020125)","018","HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE","PFIZER PHARMS","Labeling Revision","05/02/2014"
"ARIMIDEX (NDA #020541)","029","ANASTROZOLE","ASTRAZENECA","Labeling Revision","05/02/2014"
"AROMASIN (NDA #020753)","015","EXEMESTANE","PHARMACIA AND UPJOHN","Labeling Revision","05/02/2014"
"AROMASIN (NDA #020753)","016","EXEMESTANE","PHARMACIA AND UPJOHN","Labeling Revision","05/02/2014"
"ZOLEDRONIC ACID (NDA #203231)","002","ZOLEDRONIC ACID","ACS DOBFAR INFO SA","Labeling Revision","05/02/2014"
"OSPHENA (NDA #203505)","004","OSPEMIFENE","SHIONOGI INC","Manufacturing Change or Addition","05/02/2014"
"DIPRIVAN (NDA #019627)","058","PROPOFOL","FRESENIUS KABI USA","Manufacturing Change or Addition","05/05/2014"
"TEMODAR (NDA #021029)","026","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling Revision","05/05/2014"
"LETAIRIS (NDA #022081)","029","AMBRISENTAN","GILEAD","Labeling Revision","05/05/2014"
"TEMODAR (NDA #022277)","007","TEMOZOLOMIDE","MERCK SHARP DOHME","Labeling Revision","05/05/2014"
"DOXERCALCIFEROL (ANDA #091333)","000","DOXERCALCIFEROL","SANDOZ","Approval","05/05/2014"
"PHENTERMINE HYDROCHLORIDE (ANDA #204414)","000","PHENTERMINE HYDROCHLORIDE","INVAGEN PHARMS","Approval","05/05/2014"
"EPANOVA (NDA #205060)","000","OMEGA-3-CARBOXYLIC ACIDS","ASTRAZENECA PHARMS","Approval","05/05/2014"
"BUPIVACAINE HYDROCHLORIDE (NDA #018053)","056","BUPIVACAINE HYDROCHLORIDE","HOSPIRA","Manufacturing Change or Addition","05/06/2014"
"PROCARDIA XL (NDA #019684)","027","NIFEDIPINE","PFIZER","Labeling Revision","05/06/2014"
"TOPROL-XL (NDA #019962)","044","METOPROLOL SUCCINATE","ASTRAZENECA","Labeling Revision","05/06/2014"
"VISUDYNE (NDA #021119)","026","VERTEPORFIN","VALEANT PHARMS INC","Manufacturing Change or Addition","05/06/2014"
"LEVOXYL (NDA #021301)","035","LEVOTHYROXINE SODIUM","KING PHARMS R AND D","Manufacturing Change or Addition","05/06/2014"
"HYLENEX RECOMBINANT (NDA #021859)","020","HYALURONIDASE RECOMBINANT HUMAN","HALOZYME THERAP","Manufacturing Change or Addition","05/06/2014"
"COARTEM (NDA #022268)","009","ARTEMETHER; LUMEFANTRINE","NOVARTIS","Manufacturing Change or Addition","05/06/2014"
"CLONIDINE (ANDA #090873)","000","CLONIDINE","WATSON LABS INC","Approval","05/06/2014"
"DICLOFENAC SODIUM (ANDA #202769)","000","DICLOFENAC SODIUM","IGI LABS INC","Tentative Approval","05/06/2014"
"ADEMPAS (NDA #204819)","002","RIOCIGUAT","BAYER HLTHCARE","Labeling Revision","05/06/2014"
"AVANDIA (NDA #021071)","047","ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"AVANDIA (NDA #021071)","048","ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"AVANDIA (NDA #021071)","049","ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"AVANDAMET (NDA #021410)","036","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"AVANDAMET (NDA #021410)","037","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"AVANDAMET (NDA #021410)","038","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"BENICAR HCT (NDA #021532)","023","HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL","DAIICHI SANKYO","Manufacturing Change or Addition","05/07/2014"
"AVANDARYL (NDA #021700)","018","GLIMEPIRIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"AVANDARYL (NDA #021700)","019","GLIMEPIRIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"AVANDARYL (NDA #021700)","020","GLIMEPIRIDE; ROSIGLITAZONE MALEATE","SB PHARMCO","Labeling Revision","05/07/2014"
"ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE (ANDA #077337)","000","METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE","TEVA","Approval","05/07/2014"
"ROSIGLITAZONE MALEATE; METFORMIN HYDROCHLORIDE (ANDA #077337)","000","ROSIGLITAZONE MALEATE; METFORMIN HYDROCHLORIDE","TEVA","Approval","05/07/2014"
"BOTOX (BLA #103000)","5280","OnabotulinumtoxinA","ALLERGAN","Labeling Revision","05/07/2014"
"BOTOX COSMETIC (BLA #103000)","5280","OnabotulinumtoxinA","ALLERGAN","Labeling Revision","05/07/2014"
"PANTOPRAZOLE SODIUM (ANDA #203024)","000","PANTOPRAZOLE SODIUM","PERRIGO R AND D","Approval","05/07/2014"
"XELJANZ (NDA #203214)","007","TOFACITINIB CITRATE","PF PRISM CV","Labeling Revision","05/07/2014"
"KYNAMRO (NDA #203568)","002","MIPOMERSEN SODIUM","GENZYME CORP","Supplement","05/07/2014"
"PERSANTINE (NDA #012836)","059","DIPYRIDAMOLE","BOEHRINGER INGELHEIM","Manufacturing Change or Addition","05/08/2014"
"HEPATAMINE 8% (NDA #018676)","032","AMINO ACIDS","B BRAUN","Manufacturing Change or Addition","05/08/2014"
"GEMZAR (NDA #020509)","077","GEMCITABINE HYDROCHLORIDE","LILLY","Labeling Revision","05/08/2014"
"TRILEPTAL (NDA #021014)","034","OXCARBAZEPINE","NOVARTIS","Manufacturing Change or Addition","05/08/2014"
"LOTRONEX (NDA #021107)","024","ALOSETRON HYDROCHLORIDE","PROMETHEUS LABS","Labeling Revision","05/08/2014"
"MIRENA (NDA #021225)","034","LEVONORGESTREL","BAYER HLTHCARE","Manufacturing Change or Addition","05/08/2014"
"TRILEPTAL (NDA #021285)","029","OXCARBAZEPINE","NOVARTIS","Manufacturing Change or Addition","05/08/2014"
"PREZISTA (NDA #021976)","035","DARUNAVIR ETHANOLATE","JANSSEN PRODS","Manufacturing Change or Addition","05/08/2014"
"MIRAPEX ER (NDA #022421)","003","PRAMIPEXOLE DIHYDROCHLORIDE","BOEHRINGER INGELHEIM","Labeling Revision","05/08/2014"
"GEMCITABINE HYDROCHLORIDE (NDA #200795)","005","GEMCITABINE HYDROCHLORIDE","HOSPIRA INC","Labeling Revision","05/08/2014"
"AZELASTINE HYDROCHLORIDE (ANDA #202743)","000","AZELASTINE HYDROCHLORIDE","PERRIGO ISRAEL","Approval","05/08/2014"
"PREZISTA (NDA #202895)","012","DARUNAVIR ETHANOLATE","JANSSEN PRODS","Manufacturing Change or Addition","05/08/2014"
"SKYLA (NDA #203159)","003","LEVONORGESTREL","BAYER HLTHCARE","Manufacturing Change or Addition","05/08/2014"
"ZONTIVITY (NDA #204886)","000","VORAPAXAR SULFATE","MERCK SHARP DOHME","Approval","05/08/2014"
"OXYTOCIN (NDA #018243)","016","OXYTOCIN","HIKMA MAPLE","Manufacturing Change or Addition","05/09/2014"
"LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5% IN PLASTIC CONTAINER (NDA #018388)","086","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Manufacturing Change or Addition","05/09/2014"
"LIDOCAINE HYDROCHLORIDE 0.4% IN DEXTROSE 5% IN PLASTIC CONTAINER (NDA #018388)","086","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Manufacturing Change or Addition","05/09/2014"
"LIDOCAINE HYDROCHLORIDE 0.8% IN DEXTROSE 5% IN PLASTIC CONTAINER (NDA #018388)","086","LIDOCAINE HYDROCHLORIDE","HOSPIRA","Manufacturing Change or Addition","05/09/2014"
"DIFFERIN (NDA #020380)","008","ADAPALENE","GALDERMA LABS LP","Manufacturing Change or Addition","05/09/2014"
"ATROVENT HFA (NDA #021527)","023","IPRATROPIUM BROMIDE","BOEHRINGER INGELHEIM","Manufacturing Change or Addition","05/09/2014"
"CLEOCIN (NDA #050680)","010","CLINDAMYCIN PHOSPHATE","PHARMACIA AND UPJOHN","Labeling Revision","05/09/2014"
"CLEOCIN (NDA #050767)","011","CLINDAMYCIN PHOSPHATE","PHARMACIA AND UPJOHN","Labeling Revision","05/09/2014"
"ZYTIGA (NDA #202379)","009","ABIRATERONE ACETATE","JANSSEN BIOTECH","Labeling Revision","05/09/2014"
"IRBESARTAN AND HYDROCHLOROTHIAZIDE (ANDA #203072)","000","HYDROCHLOROTHIAZIDE; IRBESARTAN","PRINSTON INC","Approval","05/09/2014"
"FLUDEOXYGLUCOSE F18 (ANDA #203902)","000","FLUDEOXYGLUCOSE F-18","UCSF RODIOPHARM","Approval","05/09/2014"
"TOPICORT (NDA #018594)","009","DESOXIMETASONE","TARO PHARMS NORTH","Manufacturing Change or Addition","05/12/2014"
"TOPROL-XL (NDA #019962)","045","METOPROLOL SUCCINATE","ASTRAZENECA","Manufacturing Change or Addition","05/12/2014"
"ZIRGAN (NDA #022211)","006","GANCICLOVIR","BAUSCH AND LOMB","Manufacturing Change or Addition","05/12/2014"
"BUDESONIDE (ANDA #078949)","000","BUDESONIDE","APOTEX INC","Approval","05/12/2014"
"RAYOS (NDA #202020)","005","PREDNISONE","HORIZON PHARMA","Manufacturing Change or Addition","05/12/2014"
"HYDROMORPHONE HYDROCHLORIDE (ANDA #202144)","000","HYDROMORPHONE HYDROCHLORIDE","ACTAVIS LABS FL INC","Approval","05/12/2014"
"OLANZAPINE (ANDA #202285)","000","OLANZAPINE","MYLAN PHARMS INC","Approval","05/12/2014"
"LO-BLISOVI FE (ANDA #203113)","000","NORETHINDRONE ACETATE;ETHINYL ESTRADIOL;FERROUS FUMARATE","LUPIN LTD","Tentative Approval","05/12/2014"
"TIVICAY (NDA #204790)","001","DOLUTEGRAVIR SODIUM","VIIV HLTHCARE","Labeling Revision","05/12/2014"
"SORIATANE (NDA #019821)","024","ACITRETIN","STIEFEL LABS INC","Labeling Revision","05/13/2014"
"RECLAST (NDA #021817)","018","ZOLEDRONIC ACID","NOVARTIS","Manufacturing Change or Addition","05/13/2014"
"TREXIMET (NDA #021926)","010","NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE","SMITHKLINE BEECHAM","Manufacturing Change or Addition","05/13/2014"
